Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,KB/sec,Avg. Bytes
3175 /marketplaces/otcqx,20,337,264,534,68.04,0.00%,1.4,80.65,57176.0
3176 /addyn/3.0/5303.1/3209808/0/16/ADTECH;loc=100;target=_blank;misc=%5BTIMESTAMP%5D;rdclick=%5BCLICKMACRO%5D,20,95,82,112,9.90,0.00%,1.5,1.34,930.0
3177 /addyn/3.0/5303.1/2799329/0/169/ADTECH;loc=100;target=_blank;key=key1+key2+key3+key4;grp=%5Bgroup%5D;misc=1431974023749,20,84,76,98,5.89,0.00%,1.5,3.62,2506.3
3179 /otciq/ajax/getAggregateWombatTradesForAllTierGroup.json,20,38,35,46,2.59,0.00%,1.5,2.66,1836.5
3178 /gtm.js,20,87,53,136,32.10,0.00%,1.5,23.45,16182.0
3181 /adi/N84001.325081OTCMARKETS.COM/B8443801.114637053;sz=1x1;ord=%5Btimestamp%5D,20,81,61,117,17.84,0.00%,1.5,7.12,4886.4
3183 /common/CountSecuritiesByTierGroup.json,20,37,34,41,2.10,0.00%,1.5,1.06,723.4
3182 /otciq/ajax/getMarketTotals.jsonx,20,37,34,42,2.18,0.00%,1.5,0.75,508.8
3187 /pixel;r=1706859472;a=p-B1ry_R3CQS6M9;fpan=0;fpa=P0-605369517-1431627681416;ns=0;ce=1;cm=;je=1;sr=1600x900x24;enc=n;dst=1;et=1431974026270;tzo=240;ref=;url=http%3A%2F%2Fwww.otcmarkets.com%2Fmarketplaces%2Fotcqx;ogl=,20,100,92,124,6.52,0.00%,1.5,0.69,474.0
3180 /jump/N84001.325081OTCMARKETS.COM/B8443801.114637053;sz=1x1;ord=974023613,20,368,243,475,75.79,0.00%,1.5,1.47,1021.0
3186 /dc.js,20,83,43,130,32.08,0.00%,1.5,24.12,16256.0
3185 /analytics/1431974100000/142654.js,20,145,87,506,91.91,0.00%,1.5,34.11,22938.0
3188 /gen_204,20,47,42,64,4.20,0.00%,1.5,0.59,388.0
3189 /__utm.gif,20,37,34,42,2.02,0.00%,1.6,0.62,408.0
3184 /content.otcmarkets.com/quote_search/list.gz,20,329,236,560,98.50,0.00%,1.5,478.85,321665.0
3191 /ads/fif.jsp,20,41,35,58,4.91,0.00%,1.6,1.45,950.0
3190 /ads/fif.jsp,20,37,35,43,2.15,0.00%,1.6,1.45,950.0
3192 /ads/fif.jsp,20,38,34,41,1.76,0.00%,1.6,1.45,950.0
3195 /addyn%7C3.0%7C5303%7C2799309%7C0%7C170%7CADTECH;loc=300;key=key1%20key2%20key3%20key4;group=%5Bgroup%5D;misc=1431974026949,20,388,112,579,211.44,0.00%,1.5,1.85,1225.2
3197 /usersync,20,437,378,514,43.93,100.00%,1.5,7.33,4895.1
3196 /adi/N84001.325081OTCMARKETS.COM/B8443801.114208811;sz=300x250;click=http%3A//adserver.adtechus.com/adlink%7C5303%7C2799309%7C0%7C170%7CAdId%3D6848284%3BBnId%3D1%3Bitime%3D974024659%3Bkey%3Dkey1%2520key2%2520key3%2520key4%3Blink%3D;ord=974024659,20,64,61,69,2.41,0.00%,1.6,8.35,5407.8
3198 /getuid,20,414,376,613,57.57,0.00%,1.5,4.36,2897.6
